id,Facility_Name,Business_Type,Registration_Number,License_Status,Rel,Facility Registration Number,License Number,Ownership,License Type,Establishment Year,Street,Town,County,First Name,Last Name,Email,Name Based Email,Facility Based Email,Varied Email,Realistic Email,Emails
1147,CROSSAL CHEMICAL SERVICES (Nairobi),RETAIL,PPB/C/1286,Active,NjQ4NA==,PPB/C/1286,BU202301992,PARTNERSHIP,RETAIL,2015,KAREN NGONG ROAD,,Nairobi,Zachary,Kilonzo,crossal.chemical.services.nairobi@gmail.com,zachary.kilonzo@yahoo.com,crossal.chemical.ser@gmail.com,zkilonzo41@gmail.com,ccnair@yahoo.com,ccnair@yahoo.com
1162,D-CHEM PHARMACEUTICAL LIMITED (Nairobi),RETAIL,PPB/D/2145,Active,MTc0MzM=,PPB/D/2145,BU202303357,SOLE PROPRIETOR,RETAIL,2017,MWANGAZA RD,,Nairobi,Leah,Marube,dchem.pharmaceutical.limited.nairobi@gmail.com,leah.marube@yahoo.com,d.chem.pharmaceutica@yahoo.com,dpphar@yahoo.com,dpnair@yahoo.com,dpnair@yahoo.com
1167,DAHLIA PHARMACY LIMITED (Nairobi),RETAIL,PPB/D/2288,Active,MjQwMTI=,PPB/D/2288,BU202302101,PRIVATE COMPANY (LIMITED),RETAIL,2021,NGONG ROAD,,Nairobi,Rachel,Gichuru,dahlia.pharmacy.limited.nairobi@gmail.com,rachel.gichuru@gmail.com,dahlia.pharmacy.limi@yahoo.com,dpphar@yahoo.com,rachel@gmail.com,rachel@gmail.com
1180,DAJIM PHARMACY (Nairobi),RETAIL,PPB/D/97,Active,MzUyOQ==,PPB/D/97,BU202306043,PRIVATE COMPANY (LIMITED),RETAIL,2007,NAIVASHA ROAD,,Nairobi,Jesse,Mutua,dajim.pharmacy.nairobi@gmail.com,jesse.mutua@yahoo.com,dajim.pharmacy..nair@gmail.com,dpphar@yahoo.com,jesse@yahoo.com,jesse@yahoo.com
1189,DALCAMED LIMITED - DONHOLM BRANCH (Nairobi),RETAIL,PPB/D/2245,Active,MjAzNDE=,PPB/D/2245,BU202306034,PARTNERSHIP,RETAIL,2020,OUTER RING ROAD,,Nairobi,Philip,Khisa,dalcamed.limited..donholm.branch.nairobi@yahoo.com,philip.khisa@yahoo.com,dalcamed.limited...d@yahoo.com,philip@gmail.com,philip@gmail.com,philip@gmail.com
1190,DALCAMED LIMITED - IMARA DAIMA BRANCH (Nairobi),RETAIL,PPB/D/2247,Active,MjAzOTk=,PPB/D/2247,BU202306002,PARTNERSHIP,RETAIL,2020,COSMAS NDETEI ROAD,,Nairobi,Noah,Muli,dalcamed.limited..imara.daima.branch.nairobi@gmail.com,noah.muli@gmail.com,dalcamed.limited...i@yahoo.com,muli69@yahoo.com,dlnair@yahoo.com,dlnair@yahoo.com
1195,DAM CARE PHARMACEUTICALS LIMITED (Nairobi),RETAIL,PPB/D/2253,Active,MjA1Nzg=,PPB/D/2253,BU202301203,PARTNERSHIP,RETAIL,2020,MWANGAZA ROAD,,Nairobi,Grace,Kisilu,dam.care.pharmaceuticals.limited.nairobi@yahoo.com,grace.kisilu@gmail.com,dam.care.pharmaceuti@gmail.com,grace93@gmail.com,gracer@gmail.com,gracer@gmail.com
1198,DAMCO PHARMA LIMITED (Nairobi),RETAIL,PPB/D/076,Active,MzQ0Mg==,PPB/D/076,BU202309263,PARTNERSHIP,RETAIL,2003,KOINANGE STREET,,Nairobi,Zachary,Mukhisa,damco.pharma.limited.nairobi@yahoo.com,zachary.mukhisa@gmail.com,damco.pharma.limited@yahoo.com,zmukhisa56@gmail.com,dpnair@gmail.com,dpnair@gmail.com
1201,DAMUKU PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/D/2220,Active,MTkzMDc=,PPB/D/2220,BU202400007,PRIVATE COMPANY (LIMITED),RETAIL,2019,KANGUNDO RD,,Nairobi,Sarah,Ochieng,damuku.pharmaceuticals.ltd.nairobi@yahoo.com,sarah.ochieng@gmail.com,damuku.pharmaceutica@gmail.com,ochieng@gmail.com,sarah@gmail.com,sarah@gmail.com
1203,DAN PHARMACIE LIMITED-KANGEMI (Nairobi),RETAIL,PPB/D/2215,Active,MTkxNTE=,PPB/D/2215,BU202308726,PRIVATE COMPANY (LIMITED),RETAIL,2012,WAIYAKI WAY,,Nairobi,Sarah,Koech,dan.pharmacie.limitedkangemi.nairobi@gmail.com,sarah.koech@gmail.com,dan.pharmacie.limite@gmail.com,sarah@yahoo.com,sarah70@yahoo.com,sarah70@yahoo.com
1205,DANCHEM PHARMACY LIMITED - NAIROBI CBD (Nairobi),RETAIL,PPB/D/48,Active,NTMxOQ==,PPB/D/48,BU202302446,PRIVATE COMPANY (LIMITED),RETAIL,1998,DURUMA ROAD,,Nairobi,Abraham,Mutua,danchem.pharmacy.limited..nairobi.cbd.nairobi@yahoo.com,abraham.mutua@gmail.com,danchem.pharmacy.lim@yahoo.com,dpphar@gmail.com,abrahamr@gmail.com,abrahamr@gmail.com
1216,DANNES PHARMACY LTD - UTAWALA (Nairobi),RETAIL,PPB/D/065 C,Active,MTk2MQ==,PPB/D/065 C,BU202305455,PRIVATE COMPANY (LIMITED),RETAIL,1914,UTAWALA RD,,Nairobi,Esther,Nanjala,dannes.pharmacy.ltd..utawala.nairobi@yahoo.com,esther.nanjala@yahoo.com,dannes.pharmacy.ltd@yahoo.com,dpphar@yahoo.com,esther@yahoo.com,esther@yahoo.com
1218,DANTON PHARMACY LTD  (Nairobi),RETAIL,PPB/D/2256,Active,MjA2NTY=,PPB/D/2256,BU202306108,PARTNERSHIP,RETAIL,2018,EMBAKASI ROAD/BY PASS,,Nairobi,Sarah,Mochoge,danton.pharmacy.ltd.nairobi@yahoo.com,sarah.mochoge@yahoo.com,danton.pharmacy.ltd@yahoo.com,smochoge60@gmail.com,dpnair@gmail.com,dpnair@gmail.com
1220,DARLHA PHARMACY (Nairobi),RETAIL,PPB/D/2278,REVOKED,MjM2OTA=,PPB/D/2278,BU202302993,SOLE PROPRIETOR,RETAIL,2020,THOME MARURUI ROAD,,Nairobi,Adam,Mudavadi,darlha.pharmacy.nairobi@gmail.com,adam.mudavadi@yahoo.com,darlha.pharmacy..nai@yahoo.com,dpphar@yahoo.com,dpnair@yahoo.com,dpnair@yahoo.com
1222,DARNOPHARM CHEMIST (Nairobi),RETAIL,PPB/D/2128,Active,MTcwMzM=,PPB/D/2128,BU202303325,SOLE PROPRIETOR,RETAIL,2017,KAMUNDE ROAD,,Nairobi,Reuben,Ouma,darnopharm.chemist.nairobi@gmail.com,reuben.ouma@yahoo.com,darnopharm.chemist@yahoo.com,dcchem@yahoo.com,dcnair@yahoo.com,dcnair@yahoo.com
1223,DAROMA CHEMIST (Nairobi),RETAIL,PPB/D/2123,Active,MTY4NjQ=,PPB/D/2123,BU202307569,SOLE PROPRIETOR,RETAIL,2017,LANDHIES ROAD,,Nairobi,Zachary,Lusaka,daroma.chemist.nairobi@gmail.com,zachary.lusaka@yahoo.com,daroma.chemist..nair@yahoo.com,dcchem@yahoo.com,zachary@yahoo.com,zachary@yahoo.com
1226,DASAE CHEMIST (Nairobi),RETAIL,PPB/D/248,Active,MTA5OQ==,PPB/D/248,BU202300996,SOLE PROPRIETOR,RETAIL,1914,KIKUYU,,Nairobi,Miriam,Odinga,dasae.chemist.nairobi@gmail.com,miriam.odinga@gmail.com,dasae.chemist..nairo@gmail.com,dcchem@yahoo.com,dcnair@yahoo.com,dcnair@yahoo.com
1231,DATCHE PHARMACEUTICALS (Nairobi),RETAIL,PPB/D/197,Active,MjA2Nw==,PPB/D/197,BU202306101,SOLE PROPRIETOR,RETAIL,2012,SAVANNA ROAD,,Nairobi,Ruth,Ruto,datche.pharmaceuticals.nairobi@yahoo.com,ruth.ruto@gmail.com,datche.pharmaceutica@gmail.com,dpphar@gmail.com,ruth@gmail.com,ruth@gmail.com
1237,DAVRY PHARMACEUTICALS (Nairobi),RETAIL,PPB/D/062,Active,MzQxNQ==,PPB/D/062,BU202302731,SOLE PROPRIETOR,RETAIL,2004,GITANGA ROAD,,Nairobi,Ethan,Mwanzia,davry.pharmaceuticals.nairobi@gmail.com,ethan.mwanzia@gmail.com,davry.pharmaceutical@yahoo.com,dpphar@gmail.com,ethan@gmail.com,ethan@gmail.com
1271,DAYAH PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/M/8504,Active,NjYzOA==,PPB/M/8504,BU202303268,PRIVATE COMPANY (LIMITED),RETAIL,2016,WOOD STREET,,Nairobi,Seth,Chebet,dayah.pharmaceuticals.ltd.nairobi@yahoo.com,seth.chebet@gmail.com,dayah.pharmaceutical@yahoo.com,dpphar@gmail.com,dpnair@yahoo.com,dpnair@yahoo.com
1281,DEFINO PHARMACY (Nairobi),RETAIL,PPB/D/2171,Active,MTc5Nzc=,PPB/D/2171,BU202308858,SOLE PROPRIETOR,RETAIL,2018,OFF JUJA ROAD,,Nairobi,Phoebe,Wekesa,defino.pharmacy.nairobi@gmail.com,phoebe.wekesa@yahoo.com,defino.pharmacy..nai@gmail.com,phoebe80@gmail.com,phoebe@yahoo.com,phoebe@yahoo.com
1290,DELAM CHEMIST,RETAIL,PPB/D/3241,Active,Mjc4NDY=,PPB/D/3241,BU202302375,SOLE PROPRIETOR,RETAIL,2022,NAIROBI KISERIAN ROAD,,Nairobi,Rachel,Odinga,delam.chemist@yahoo.com,rachel.odinga@yahoo.com,delam.chemist@yahoo.com,rachel@gmail.com,dcchem@yahoo.com,dcchem@yahoo.com
1293,DELCHEM PHARMACY (Nairobi),RETAIL,PPB/D/2307,Active,MjUwMzg=,PPB/D/2307,BU202303438,PARTNERSHIP,RETAIL,2021,KIBARAGE,,Nairobi,Nathan,Wangari,delchem.pharmacy.nairobi@yahoo.com,nathan.wangari@gmail.com,delchem.pharmacy..na@gmail.com,dpphar@gmail.com,nathan@yahoo.com,nathan@yahoo.com
1298,DELTON PHARMACEUTICAL LIMITED (Nairobi),RETAIL,PPB/D/2143,Active,MTczODA=,PPB/D/2143,BU202306597,PRIVATE COMPANY (LIMITED),RETAIL,2017,RABAI ROAD,,Nairobi,Samuel,Ngugi,delton.pharmaceutical.limited.nairobi@gmail.com,samuel.ngugi@yahoo.com,delton.pharmaceutica@gmail.com,sngugi21@gmail.com,samuelr@yahoo.com,samuelr@yahoo.com
1313,DENSON CHEMIST (Nairobi),RETAIL,PPB/D/2224,Active,MTk1MDc=,PPB/D/2224,BU202307754,SOLE PROPRIETOR,RETAIL,2019,VILLAGE STREET,,Nairobi,Ruth,Marube,denson.chemist.nairobi@gmail.com,ruth.marube@yahoo.com,denson.chemist..nair@gmail.com,marube@yahoo.com,dcnair@gmail.com,dcnair@gmail.com
1328,DEVAS EXPRESS CHEMIST (Nairobi),RETAIL,PPB/D/2282,Active,MjM3OTk=,PPB/D/2282,BU202307417,PARTNERSHIP,RETAIL,2020,MONDLANE STREET,,Nairobi,Abraham,Gichuru,devas.express.chemist.nairobi@gmail.com,abraham.gichuru@yahoo.com,devas.express.chemis@yahoo.com,gichuru@yahoo.com,denair@gmail.com,denair@gmail.com
1329,DEVINS PHARMACY (Nairobi),RETAIL,PPB/D/240,Active,OTc1,PPB/D/240,BU202301255,SOLE PROPRIETOR,RETAIL,2013,BYPASS,,Nairobi,Jacob,Mutua,devins.pharmacy.nairobi@gmail.com,jacob.mutua@yahoo.com,devins.pharmacy..nai@gmail.com,jacob85@gmail.com,dpnair@yahoo.com,dpnair@yahoo.com
1330,DEWMED KENYA LIMITED (Nairobi),RETAIL,PPB/D/2180,Active,MTgxOTI=,PPB/D/2180,BU202304534,PRIVATE COMPANY (LIMITED),RETAIL,2018,OUTERING ROAD,,Nairobi,David,Machogu,dewmed.kenya.limited.nairobi@yahoo.com,david.machogu@yahoo.com,dewmed.kenya.limited@yahoo.com,dkkeny@yahoo.com,dknair@gmail.com,dknair@gmail.com
1333,DIABETES MANAGEMENT RESOURCE CENTRE KENYA LIMITED (Nairobi),RETAIL,PPB/D/2242,Active,MjAyNzE=,PPB/D/2242,BU202307622,PARTNERSHIP,RETAIL,2020,NGARA,,Nairobi,Priscilla,Kipruto,diabetes.management.resource.centre.kenya.limited.nairobi@gmail.com,priscilla.kipruto@gmail.com,diabetes.management@gmail.com,dmmana@gmail.com,dmnair@yahoo.com,dmnair@yahoo.com
1337,DIAMED PHARMACEUTICALS (Nairobi),RETAIL,PPB/D/2280,Active,MjM3NjM=,PPB/D/2280,BU202303265,PARTNERSHIP,RETAIL,2020,WAUDO,,Nairobi,Deborah,Wainaina,diamed.pharmaceuticals.nairobi@gmail.com,deborah.wainaina@gmail.com,diamed.pharmaceutica@yahoo.com,dwainaina24@yahoo.com,dpnair@yahoo.com,dpnair@yahoo.com
1344,DIGFER PHARMACY (Nairobi),RETAIL,PPB/D/2283,Active,MjM4ODE=,PPB/D/2283,BU202305170,SOLE PROPRIETOR,RETAIL,2021,KIRONGOTHI,,Nairobi,Micah,Kivutha,digfer.pharmacy.nairobi@yahoo.com,micah.kivutha@yahoo.com,digfer.pharmacy..nai@gmail.com,dpphar@gmail.com,micahr@yahoo.com,micahr@yahoo.com
1346,DILABIT PHARMACY LTD-MLOLONGO (Nairobi),RETAIL,PPB/D/318,Active,MjYzMQ==,PPB/D/318,BU202302704,PRIVATE COMPANY (LIMITED),RETAIL,2013,OUTERING,,Nairobi,Caleb,Monyancha,dilabit.pharmacy.ltdmlolongo.nairobi@gmail.com,caleb.monyancha@yahoo.com,dilabit.pharmacy.ltd@gmail.com,dpphar@yahoo.com,dpnair@yahoo.com,dpnair@yahoo.com
1354,DINE PHARMACEUTICALS (Nairobi),RETAIL,PPB/D/,Active,MzAzMg==,PPB/D/,BU202303052,SOLE PROPRIETOR,RETAIL,2013,KANISANI ROAD,,Nairobi,Phoebe,Odhiambo,dine.pharmaceuticals.nairobi@yahoo.com,phoebe.odhiambo@yahoo.com,dine.pharmaceuticals@gmail.com,odhiambo@yahoo.com,dpnair@yahoo.com,dpnair@yahoo.com
1355,DINGA PHARMACY (Nairobi),RETAIL,PPB/D/2250,Active,MjA0NzE=,PPB/D/2250,BU202310184,SOLE PROPRIETOR,RETAIL,2020,NEW KCC,,Nairobi,Solomon,Lusaka,dinga.pharmacy.nairobi@yahoo.com,solomon.lusaka@yahoo.com,dinga.pharmacy..nair@gmail.com,dpphar@yahoo.com,solomon@yahoo.com,solomon@yahoo.com
1357,DIPLOMAT MEDICAL SUPPLIES (Nairobi),RETAIL,PPB/D/2316,Active,MjUzMTY=,PPB/D/2316,BU202308358,SOLE PROPRIETOR,RETAIL,2020,TSAVO ROAD,,Nairobi,Seth,Ouko,diplomat.medical.supplies.nairobi@gmail.com,seth.ouko@yahoo.com,diplomat.medical.sup@yahoo.com,seth@yahoo.com,seth49@yahoo.com,seth49@yahoo.com
1362,DISHCHEM PHARMACY (Nairobi),RETAIL,PPB/D/176,Active,MTUxMg==,PPB/D/176,BU202301871,SOLE PROPRIETOR,RETAIL,2011,SABA SABA RD,,Nairobi,Esther,Mwanzia,dishchem.pharmacy.nairobi@yahoo.com,esther.mwanzia@yahoo.com,dishchem.pharmacy..n@yahoo.com,dpphar@yahoo.com,dpnair@yahoo.com,dpnair@yahoo.com
1366,DIVINE GRACE PHARMACY,RETAIL,PPB/D/3306,Active,Mjk2NTc=,PPB/D/3306,BU202309931,PARTNERSHIP,RETAIL,2023,MERU/NAIROBI HIGHWAY,,Nairobi,Seth,Nanjala,divine.grace.pharmacy@yahoo.com,seth.nanjala@gmail.com,divine.grace.pharmac@gmail.com,seth9@yahoo.com,dgphar@yahoo.com,dgphar@yahoo.com
1372,DOC-CARE  VILLE PHARMACY LIMITED (Nairobi),RETAIL,PPB/D/2167,Active,MTc4OTQ=,PPB/D/2167,BU202308632,PRIVATE COMPANY (LIMITED),RETAIL,2018,RONALD NGARA,,Nairobi,Delilah,Wanyama,doccare.ville.pharmacy.limited.nairobi@gmail.com,delilah.wanyama@yahoo.com,doc.care.ville.pharm@gmail.com,dvvill@gmail.com,delilah@gmail.com,delilah@gmail.com
1375,DOCLINE PHARMACY LIMITED (Nairobi),RETAIL,PPB/D/2153,Active,MTc2MjQ=,PPB/D/2153,BU202303506,PRIVATE COMPANY (LIMITED),RETAIL,2017,NAIVASHA ROAD,,Nairobi,Thaddeus,Mukhisa,docline.pharmacy.limited.nairobi@yahoo.com,thaddeus.mukhisa@gmail.com,docline.pharmacy.lim@yahoo.com,dpphar@gmail.com,dpnair@yahoo.com,dpnair@yahoo.com
1377,DOCPHARMA LIMITED (Nairobi),RETAIL,PPB/D/2141,Active,MTczMjU=,PPB/D/2141,BU202304037,PRIVATE COMPANY (LIMITED),RETAIL,2017,3RD PARKLAND AVENUE,,Nairobi,Sarah,Okello,docpharma.limited.nairobi@gmail.com,sarah.okello@gmail.com,docpharma.limited..n@yahoo.com,dllimi@gmail.com,sarah@yahoo.com,sarah@yahoo.com
1387,DOLLAR PHARMACY (Nairobi),RETAIL,PPB/D/191,Active,NTgwNA==,PPB/D/191,BU202309099,PARTNERSHIP,RETAIL,2011,KIPANGA ATHUMANI ROAD,,Nairobi,Micah,Ongeri,dollar.pharmacy.nairobi@gmail.com,micah.ongeri@gmail.com,dollar.pharmacy..nai@gmail.com,micah44@yahoo.com,micahr@yahoo.com,micahr@yahoo.com
1388,DOLMARK CHEMIST (Nairobi),RETAIL,PPB/D/2041,Active,NjY3OQ==,PPB/D/2041,BU202309101,SOLE PROPRIETOR,RETAIL,2016,BUTECHI ROAD,,Nairobi,Luke,Mochoge,dolmark.chemist.nairobi@yahoo.com,luke.mochoge@yahoo.com,dolmark.chemist..nai@yahoo.com,luke63@gmail.com,luke@yahoo.com,luke@yahoo.com
1390,DOMAIN CARE PHARMACY (Nairobi),RETAIL,PB/D/272,Active,MTY5NQ==,PB/D/272,BU202304529,SOLE PROPRIETOR,RETAIL,2011,KAMITI ROAD,,Nairobi,Stephen,Muthama,domain.care.pharmacy.nairobi@yahoo.com,stephen.muthama@gmail.com,domain.care.pharmacy@gmail.com,smuthama46@yahoo.com,stephen@gmail.com,stephen@gmail.com
1394,DOMIL PHARMACEUTICALS (Nairobi),RETAIL,PPB/D/2050,Active,Njk5Mw==,PPB/D/2050,BU202306522,PARTNERSHIP,RETAIL,2016,EMBAKASI ROAD,,Nairobi,Eve,Nanjala,domil.pharmaceuticals.nairobi@gmail.com,eve.nanjala@gmail.com,domil.pharmaceutical@gmail.com,eve95@yahoo.com,dpnair@gmail.com,dpnair@gmail.com
1397,DONHOLM POLEPOLE PHARMACY (Nairobi),RETAIL,PPB/D/088,Active,ODUw,PPB/D/088,BU202304532,SOLE PROPRIETOR,RETAIL,1992,OFF OUTERING ROAD,,Nairobi,Miriam,Onyango,donholm.polepole.pharmacy.nairobi@yahoo.com,miriam.onyango@yahoo.com,donholm.polepole.pha@gmail.com,dppole@gmail.com,dpnair@gmail.com,dpnair@gmail.com
1400,DORADAWA PHARMACY,RETAIL,PPB/D/3322,Active,MzAzNDA=,PPB/D/3322,BU202310762,SOLE PROPRIETOR,RETAIL,2023,KISUMU-NAIROBI ROAD,,Nairobi,Adam,Ongeri,doradawa.pharmacy@gmail.com,adam.ongeri@gmail.com,doradawa.pharmacy@yahoo.com,ongeri@gmail.com,dpphar@yahoo.com,dpphar@yahoo.com
1412,DOVEY  PHARMA LTD-WESTLANDS (Nairobi),RETAIL,PPB/D/175,Active,NTcwMw==,PPB/D/175,BU202301382,SOLE PROPRIETOR,RETAIL,2014,RINGROAD,,Nairobi,Titus,Ratemo,dovey.pharma.ltdwestlands.nairobi@yahoo.com,titus.ratemo@yahoo.com,dovey.pharma.ltd.wes@yahoo.com,dpphar@gmail.com,titus@yahoo.com,titus@yahoo.com
1413,DOVEY PHARMA LIMITED - CITY HALL (Nairobi),RETAIL,PPB/D/2309,Active,MjUxMDI=,PPB/D/2309,BU202302483,PARTNERSHIP,RETAIL,2021,MAMA NGINA,,Nairobi,Rebekah,Ouko,dovey.pharma.limited..city.hall.nairobi@yahoo.com,rebekah.ouko@yahoo.com,dovey.pharma.limited@gmail.com,dpphar@yahoo.com,dpnair@yahoo.com,dpnair@yahoo.com
1415,DOVEY PHARMA LTD-KAREN (Nairobi),RETAIL,PPB/D/2162,Active,MTc3Nzg=,PPB/D/2162,BU202302350,PRIVATE COMPANY (LIMITED),RETAIL,2011,RINGROAD,,Nairobi,Michael,Kariuki,dovey.pharma.ltdkaren.nairobi@gmail.com,michael.kariuki@yahoo.com,dovey.pharma.ltd.kar@yahoo.com,dpphar@yahoo.com,dpnair@gmail.com,dpnair@gmail.com
1419,DOVEYPHARMA LIMITED -LANGATA (Nairobi),RETAIL,PPB/D/174 \\\'B\\\',Active,NDEwOQ==,PPB/D/174 \\\'B\\\',BU202301394,SOLE PROPRIETOR,RETAIL,2014,LANGATA SHOPPING CENTRE,,Nairobi,Stephen,Nanjala,doveypharma.limited.langata.nairobi@yahoo.com,stephen.nanjala@yahoo.com,doveypharma.limited@yahoo.com,snanjala17@gmail.com,dlnair@yahoo.com,dlnair@yahoo.com
1420,DOVEYPHARMA LIMITED-DENNIS PRITT (Nairobi),RETAIL,PPB/D/2033,Active,NjUwMA==,PPB/D/2033,BU202301797,PRIVATE COMPANY (LIMITED),RETAIL,2011,DENNIS PRITT,,Nairobi,Solomon,Njoroge,doveypharma.limiteddennis.pritt.nairobi@yahoo.com,solomon.njoroge@gmail.com,doveypharma.limited@yahoo.com,dllimi@yahoo.com,dlnair@gmail.com,dlnair@gmail.com
1421,DOVEYPHARMA LTD-JF CENTER LTD (Nairobi),RETAIL,PPB/D/2234,Active,MTk5MTE=,PPB/D/2234,BU202302333,SOLE PROPRIETOR,RETAIL,2011,"ARGWINGS KODHEK RD, NAIROBI",,Nairobi,Mary,Kivutha,doveypharma.ltdjf.center.ltd.nairobi@gmail.com,mary.kivutha@yahoo.com,doveypharma.ltd.jf.c@yahoo.com,dlltdj@yahoo.com,dlnair@gmail.com,dlnair@gmail.com
1422,DOVEYPHARMA LTD-KIMATHI HOUSE (Nairobi),RETAIL,PPB/D/2227,Active,MTk2MjU=,PPB/D/2227,BU202302975,PARTNERSHIP,RETAIL,2011,KIMATHI STREET,,Nairobi,Mark,Otieno,doveypharma.ltdkimathi.house.nairobi@gmail.com,mark.otieno@yahoo.com,doveypharma.ltd.kima@gmail.com,dlltdk@gmail.com,markr@gmail.com,markr@gmail.com
1428,DOVEYPHARMA-HOSPICE (Nairobi),RETAIL,PPB/D/3231,Active,Mjc3MTI=,PPB/D/3231,BU202301785,SOLE PROPRIETOR,RETAIL,2022,HOSPITAL ROAD,,Nairobi,Sarah,Musila,doveypharmahospice.nairobi@yahoo.com,sarah.musila@yahoo.com,doveypharma.hospice@gmail.com,musila18@gmail.com,dnnair@gmail.com,dnnair@gmail.com
1430,DOVEYPHARMA-RIVER SIDE (Nairobi),RETAIL,PPB/D/3232,Active,Mjc3MTM=,PPB/D/3232,BU202301361,SOLE PROPRIETOR,RETAIL,2022,RIVER SIDE DRIVE,,Nairobi,Samuel,Ruto,doveypharmariver.side.nairobi@gmail.com,samuel.ruto@yahoo.com,doveypharma.river.si@yahoo.com,dsside@gmail.com,dsnair@gmail.com,dsnair@gmail.com
1441,DRAKE PHARMACEUTICALS-LOWER KABETE (Nairobi),RETAIL,PPB/D/2219,Active,MTkyNzM=,PPB/D/2219,BU202301817,PRIVATE COMPANY (LIMITED),RETAIL,2015,GITATHURU ROAD,,Nairobi,Miriam,Cheruiyot,drake.pharmaceuticalslower.kabete.nairobi@yahoo.com,miriam.cheruiyot@gmail.com,drake.pharmaceutical@yahoo.com,dpphar@yahoo.com,miriam@gmail.com,miriam@gmail.com
1446,DRUG 'N' DRIVE PHARMACY,RETAIL,PPB/D/3271,Active,Mjg1MDg=,PPB/D/3271,BU202304082,SOLE PROPRIETOR,RETAIL,2022,NAKURU NAIROBI HIGHWAY,,Nairobi,Sarah,Cheruiyot,drug.n.drive.pharmacy@yahoo.com,sarah.cheruiyot@yahoo.com,drug..n..drive.pharm@gmail.com,cheruiyot77@yahoo.com,dnphar@yahoo.com,dnphar@yahoo.com
1447,DRUG HUB CHEMIST (Nairobi),RETAIL,PPB/D/2306,Active,MjUwMDc=,PPB/D/2306,BU202307456,SOLE PROPRIETOR,RETAIL,2021,THOME ROAD,,Nairobi,Abigail,Mutua,drug.hub.chemist.nairobi@yahoo.com,abigail.mutua@gmail.com,drug.hub.chemist..na@gmail.com,abigail@yahoo.com,abigail@gmail.com,abigail@gmail.com
1452,DRUGHILL PHARMACY (Nairobi),RETAIL,PPB/D/111,Active,MzM2NA==,PPB/D/111,BU202300709,PRIVATE COMPANY (LIMITED),RETAIL,2005,OFF THIKA ROAD,,Nairobi,Deborah,Omari,drughill.pharmacy.nairobi@yahoo.com,deborah.omari@yahoo.com,drughill.pharmacy..n@yahoo.com,dpphar@gmail.com,deborah95@gmail.com,deborah95@gmail.com
1460,DUNISH SONKOR PHARMACEUTICAL LIMITED  (Nairobi),RETAIL,PPB/D/2314,Active,MjUyNTE=,PPB/D/2314,BU202304995,PARTNERSHIP,RETAIL,2021,SECOND AVENUE,,Nairobi,Mark,Monyancha,dunish.sonkor.pharmaceutical.limited.nairobi@gmail.com,mark.monyancha@gmail.com,dunish.sonkor.pharma@yahoo.com,mmonyancha@yahoo.com,mark64@yahoo.com,mark64@yahoo.com
1463,DURAHEAL CHEMIST (Nairobi),RETAIL,PPB/D/310,Active,MzY3MQ==,PPB/D/310,BU202309570,SOLE PROPRIETOR,RETAIL,2013,SECOND AVENUE,,Nairobi,Timothy,Mwangi,duraheal.chemist.nairobi@yahoo.com,timothy.mwangi@gmail.com,duraheal.chemist..na@gmail.com,dcchem@gmail.com,dcnair@gmail.com,dcnair@gmail.com
1476,EAST STAR PHARMACY (Nairobi),RETAIL,PPB/E/1227,Active,MjAwNTY=,PPB/E/1227,BU202306861,SOLE PROPRIETOR,RETAIL,2019,AGA KHAN WALK,,Nairobi,Priscilla,Kivutha,east.star.pharmacy.nairobi@gmail.com,priscilla.kivutha@yahoo.com,east.star.pharmacy@yahoo.com,priscilla@gmail.com,esnair@yahoo.com,esnair@yahoo.com
1483,EASTLINE PHARMACY  (Nairobi),RETAIL,PPB/E/1219,Active,MTk3MjY=,PPB/E/1219,BU202301181,SOLE PROPRIETOR,RETAIL,2019,KASARANI-MWIKI,,Nairobi,Miriam,Odhiambo,eastline.pharmacy.nairobi@yahoo.com,miriam.odhiambo@yahoo.com,eastline.pharmacy..n@gmail.com,epphar@yahoo.com,miriam98@yahoo.com,miriam98@yahoo.com
1484,EASTON PHARMACEUTICALS LTD-MSA ROAD (Nairobi),RETAIL,PPB/E/76,Active,MTU5MA==,PPB/E/76,BU202300152,PRIVATE COMPANY (LIMITED),RETAIL,0,MOMBASA RD,,Nairobi,Sarah,Lusaka,easton.pharmaceuticals.ltdmsa.road.nairobi@gmail.com,sarah.lusaka@gmail.com,easton.pharmaceutica@gmail.com,epphar@yahoo.com,sarah@gmail.com,sarah@gmail.com
1485,EBEN PHARMACEUTICALS LTD - MOI S DRIVE (Nairobi),RETAIL,PPB/T/276,Active,MTUzMw==,PPB/T/276,BU202305569,PRIVATE COMPANY (LIMITED),RETAIL,2014,MOI DRIVE ROAD,,Nairobi,Sarah,Ouko,eben.pharmaceuticals.ltd..moi.s.drive.nairobi@gmail.com,sarah.ouko@gmail.com,eben.pharmaceuticals@yahoo.com,epphar@gmail.com,epnair@gmail.com,epnair@gmail.com
